ID	Mass	Radius	e	a	Torb	Incl	
1027d	0.09	0.52	0.015	0.005	0.09	-74.85	
1028a	0.54	0.86	0.559	1.574	482.83	-38.90	
1029a	0.82	0.92	0.095	1.615	484.95	-49.91	
1030a	2.28	1.26	0.132	0.057	2.81	64.16	
1030b	2.14	1.16	0.034	2.006	582.78	-9.14	
1030c	2.69	1.29	0.278	1.655	436.64	27.96	
1031a	1.68	1.12	0.026	2.693	924.87	-63.23	
1032a	0.65	0.86	0.207	0.032	1.33	13.62	
1033a	1.01	0.99	0.220	2.752	1045.40	12.44	
1034a	2.42	1.25	0.047	1.230	283.94	48.18	
1034b	3.09	1.68	0.323	0.856	164.92	-17.41	
1035a	0.77	0.95	0.600	0.015	0.44	-41.07	
1035b	1.69	1.13	0.024	2.876	1131.03	-67.38	
1035c	1.35	1.13	0.103	0.155	14.19	-31.97	
1035d	0.74	0.88	0.030	0.030	1.18	76.64	
1036a	0.96	0.98	0.542	1.132	288.53	55.24	
1037a	0.52	0.83	0.206	0.587	88.71	-11.00	
1038a	1.88	1.15	0.132	0.046	2.26	-12.69	
1039a	1.93	1.18	0.012	2.950	1033.62	-23.13	
1040a	0.87	0.97	0.025	0.667	112.18	88.43	
1041a	1.52	1.13	0.191	1.447	358.57	64.46	
1041b	2.22	1.45	0.424	0.662	111.05	87.83	
1041c	3.06	1.62	0.604	2.843	987.70	-17.15	
1041d	2.46	1.42	0.048	2.860	996.83	39.82	
1042a	1.26	1.03	0.192	0.332	45.22	72.96	
1043a	0.78	0.90	0.081	1.414	369.31	-39.89	
1044a	0.99	0.98	0.034	2.952	1409.31	6.96	
1045a	1.48	1.16	0.447	0.049	2.37	-22.90	
1045b	0.84	0.93	0.023	0.010	0.20	-28.66	
1045c	0.98	1.01	0.016	0.097	6.52	34.48	
1045d	2.83	1.67	0.023	0.168	14.81	75.77	
1046a	1.68	1.16	0.051	0.113	6.98	-31.20	
1047a	2.23	1.15	0.020	0.378	42.64	60.10	
1048a	1.19	1.08	0.453	1.351	318.93	71.26	
1048b	0.81	0.95	0.793	0.010	0.21	47.46	
1049a	1.67	1.11	0.047	0.034	1.26	-58.49	
1050a	0.09	0.52	0.021	1.149	291.32	62.61	
1051a	3.07	1.92	0.073	0.020	0.49	73.87	
1052a	1.23	1.07	0.048	1.227	256.89	70.42	
1053a	2.64	1.65	0.061	0.038	1.42	17.00	
1053b	1.53	1.17	0.235	1.637	400.92	42.87	
1054a	3.01	1.83	0.022	0.054	2.43	47.41	
1055a	2.75	1.55	0.122	2.946	1086.28	76.41	
1056a	1.59	1.17	0.021	0.131	12.75	-54.91	
1057a	2.37	1.22	0.082	2.579	904.48	14.25	
1058a	0.85	0.94	0.103	0.189	15.34	-4.71	
1059a	2.33	1.46	0.038	0.896	189.47	71.91	
1059b	1.22	1.09	0.892	0.909	193.75	-1.60	
1059c	0.38	0.76	0.989	0.752	145.78	16.74	
1059d	2.17	1.07	0.674	2.353	806.75	-78.67	
1060a	1.93	1.22	0.068	2.732	875.38	-84.24	
1061a	2.50	1.54	0.480	0.565	92.15	-67.76	
1061b	1.92	1.22	0.173	0.013	0.31	11.70	
1061c	2.45	1.17	0.045	0.115	8.49	26.13	
1062a	1.51	1.12	0.348	2.921	1157.65	45.97	
1063a	0.75	0.92	0.041	0.026	0.93	37.94	
1064a	1.70	1.18	0.016	0.166	12.46	57.38	
1065a	1.44	1.13	0.037	2.232	768.18	21.46	
1066a	1.34	1.08	0.347	1.706	365.29	-89.24	
1066b	2.65	1.68	0.146	2.677	718.21	34.06	
1067a	1.18	1.07	0.122	0.921	189.77	-19.39	
1068a	0.80	0.93	0.745	2.762	1019.90	-58.29	
1069a	2.43	1.63	0.022	0.017	0.45	-79.87	
1069b	2.23	1.54	0.504	1.860	512.59	34.46	
1069c	2.46	1.41	0.515	2.855	974.80	80.57	
1069d	0.70	0.87	0.497	0.008	0.15	19.34	
1069e	1.15	1.03	0.513	1.754	469.26	5.72	
1070a	1.87	1.20	0.690	0.014	0.35	41.62	
1071a	1.25	1.08	0.031	0.029	0.99	29.08	
1072a	2.27	1.23	0.268	0.012	0.27	29.00	
1073a	1.64	1.15	0.074	0.016	0.45	-74.10	
1074a	2.98	1.65	0.184	0.025	0.88	-76.49	
1075a	2.87	1.42	0.088	0.060	3.26	-72.03	
1076a	0.42	0.79	0.141	0.289	34.55	-72.90	
1076b	0.78	0.94	0.137	2.577	919.12	-50.49	
1076c	1.07	1.03	0.557	1.208	295.05	0.97	
1077a	0.79	0.95	0.123	0.104	6.58	68.01	
1077b	2.85	1.48	0.077	0.903	169.47	11.02	
1077c	1.81	1.22	0.551	0.059	2.83	-50.29	
1077d	2.67	1.33	0.030	2.133	614.79	-12.61	
1078a	1.01	1.01	0.292	0.011	0.21	14.19	
1079a	2.27	1.35	0.236	1.901	529.81	43.73	
1080a	0.23	0.64	0.115	0.088	5.36	-8.80	
1080b	2.36	1.13	0.853	0.416	55.22	39.61	
1081a	2.12	1.43	0.046	2.400	747.86	5.34	
1081b	2.97	1.73	0.147	0.068	3.57	10.37	
1081c	0.82	0.94	0.213	1.889	522.10	-89.94	
1081d	0.14	0.59	0.311	0.375	46.22	20.03	
1082a	0.11	0.52	0.420	0.293	33.29	25.99	
1083a	1.01	1.00	0.644	0.012	0.27	-16.24	
1084a	2.52	1.53	0.642	0.165	13.42	25.28	
1084b	1.27	1.09	0.467	1.800	483.42	-13.77	
1085a	1.62	1.17	0.128	1.067	222.72	-2.16	
1086a	2.14	1.09	0.048	0.184	15.41	-35.25	
1087a	0.19	0.62	0.024	0.015	0.44	-4.60	
1088a	2.42	1.42	0.051	0.058	3.12	-69.19	
1089a	2.86	1.44	0.030	0.019	0.60	-75.02	
1090a	3.01	1.45	0.019	0.691	113.81	-51.27	
1091a	2.58	1.30	0.333	1.052	229.47	-59.42	
1092a	1.61	1.16	0.778	0.024	0.88	4.06	
1093a	3.03	1.61	0.037	0.156	12.82	-61.72	
1094a	0.60	0.90	0.238	1.903	612.73	45.16	
1094b	1.79	1.18	0.032	2.803	1095.07	-56.94	
1095a	0.13	0.57	0.886	0.007	0.11	-81.62	
1096a	1.10	1.06	0.978	0.545	85.61	-67.48	
1097a	2.07	1.36	0.018	0.023	0.65	-88.43	
1098a	0.82	0.97	0.087	0.011	0.26	6.64	
1099a	2.24	1.29	0.076	0.090	5.16	-2.16	
1100a	0.33	0.73	0.375	2.758	930.08	12.37	
1101a	1.90	1.22	0.375	1.721	581.44	-10.94	
1102a	2.40	1.18	0.035	0.027	0.92	-71.34	
1103a	1.01	0.98	0.943	1.614	460.94	-55.82	
1104a	0.95	1.01	0.356	0.333	44.26	0.62	
1105a	3.05	1.64	0.070	2.091	605.05	-54.79	
1106a	0.76	0.91	0.367	0.290	35.95	83.97	
1107a	2.96	1.57	0.025	1.140	226.13	71.89	
1108a	1.01	1.04	0.012	0.011	0.23	41.36	
1109a	0.43	0.76	0.179	2.422	792.86	79.82	
1110a	2.25	1.45	0.962	1.240	271.43	16.02	
1111a	0.23	0.64	0.089	1.441	333.80	-69.02	
1112a	1.96	1.23	0.304	0.137	11.31	-4.15	
1113a	1.92	1.22	0.396	0.012	0.27	-10.78	
1114a	0.19	0.61	0.769	0.070	3.81	-30.97	
1114b	1.29	1.08	0.998	0.186	16.62	-69.04	
1115a	2.71	1.28	0.197	0.097	6.01	43.51	
1115b	0.50	0.85	0.204	0.304	33.61	-16.48	
1115c	1.38	1.07	0.922	0.090	5.39	-87.45	
1116a	2.59	1.22	0.049	0.736	126.30	84.12	
1116b	3.02	1.70	0.032	0.316	35.49	-62.34	
1117a	1.44	1.13	0.021	1.843	461.20	52.25	
1117b	0.86	0.98	0.011	0.017	0.41	-57.13	
1118a	1.52	1.11	0.101	1.717	466.15	-58.02	
1119a	2.54	1.41	0.016	0.050	2.29	65.73	
1120a	2.47	1.33	0.020	0.018	0.52	-56.55	
1121a	1.58	1.14	0.057	0.424	62.04	61.71	
1122a	0.94	0.96	0.014	0.630	115.27	-54.10	
1122b	1.90	1.15	0.092	1.175	293.54	-65.57	
1122c	0.19	0.64	0.015	0.710	137.88	-52.35	
1123a	0.39	0.78	0.443	2.949	960.87	40.58	
1124a	2.71	1.70	0.189	1.087	219.79	53.72	
1124b	1.45	1.13	0.398	2.645	833.93	-10.51	
1124c	2.32	1.13	0.297	0.132	9.25	-14.44	
1124d	2.29	1.38	0.114	0.014	0.32	84.58	
1125a	1.44	1.06	0.816	1.664	437.92	43.75	
1125b	1.04	1.04	0.821	0.016	0.40	5.96	
1126a	0.81	0.96	0.057	0.565	88.91	28.31	
1126b	0.24	0.68	0.139	1.644	441.05	-70.22	
1126c	3.00	1.48	0.202	0.037	1.47	-58.19	
1127a	1.24	1.07	0.945	0.216	23.45	24.74	
1128a	1.62	1.12	0.781	0.010	0.30	-51.26	
1128b	1.48	1.14	0.213	0.016	0.59	-5.65	
1128c	1.34	1.05	0.505	1.595	564.64	-31.53	
1129a	0.48	0.79	0.053	0.460	63.39	17.77	
1129b	2.70	1.43	0.201	2.391	750.73	25.99	
1129c	1.46	1.08	0.819	0.010	0.22	61.68	
1129d	1.55	1.17	0.094	0.015	0.36	11.19	
1130a	1.91	1.17	0.976	0.962	188.89	-37.63	
1131a	1.01	1.00	0.452	2.709	914.39	-18.02	
1132a	1.14	1.05	0.051	1.070	237.94	-79.94	
1133a	1.33	1.04	0.073	1.242	264.83	76.41	
1134a	0.59	0.89	0.037	0.636	116.86	50.20	
1134b	1.39	1.06	0.063	0.186	18.48	11.34	
1134c	0.14	0.58	0.130	2.755	1053.78	33.68	
1135a	0.39	0.75	0.746	0.889	179.08	-53.84	
1135b	0.24	0.66	0.072	0.011	0.23	60.22	
1135c	1.38	1.08	0.579	1.944	579.18	-43.28	
1136a	0.88	1.00	0.367	0.016	0.46	73.38	
1137a	2.40	1.60	0.386	0.377	49.20	-74.28	
1137b	2.94	1.80	0.426	1.474	380.45	60.55	
1138a	0.25	0.69	0.334	2.153	570.91	-49.94	
1139a	3.04	1.83	0.651	0.037	1.23	33.33	
1139b	2.42	1.23	0.029	0.012	0.23	-74.17	
1139c	2.14	1.38	0.059	0.831	131.90	-40.37	
1139d	1.02	0.97	0.025	2.546	707.49	-88.56	
1140a	1.51	1.15	0.373	0.015	0.37	82.88	
1140b	2.64	1.29	0.077	2.719	933.37	-32.77	
1140c	0.89	1.00	0.100	1.305	310.16	-45.65	
1141a	0.27	0.71	0.014	0.884	186.89	27.25	
1141b	2.68	1.47	0.326	0.025	0.91	12.79	
1141c	2.41	1.50	0.373	1.321	341.43	13.44	
1142a	0.06	0.47	0.062	1.109	274.38	32.84	
1143a	2.16	1.18	0.125	0.938	191.15	66.32	
1143b	1.59	1.10	0.283	0.129	9.73	-67.11	
1143c	2.25	1.18	0.146	0.021	0.65	-48.05	
1143d	1.17	1.06	0.092	2.807	989.09	69.03	
1143e	0.75	0.91	0.063	0.214	20.88	53.92	
1144a	1.19	1.02	0.012	0.010	0.17	3.14	
1144b	0.64	0.90	0.602	1.812	416.06	63.95	
1144c	0.86	0.97	0.016	0.334	32.91	-7.95	
1144d	0.18	0.62	0.024	0.763	113.68	-28.95	
1145a	1.49	1.14	0.020	0.752	144.83	64.46	
1145b	0.47	0.84	0.024	1.924	593.01	39.15	
1146a	0.42	0.78	0.161	2.900	1097.61	65.26	
1146b	0.40	0.79	0.025	0.768	149.51	-24.51	
1147a	1.02	0.99	0.155	2.067	716.71	81.45	
1147b	0.55	0.83	0.142	0.036	1.63	3.57	
1148a	1.79	1.14	0.029	0.019	0.59	65.72	
1149a	1.86	1.20	0.263	0.152	11.09	67.59	
1150a	1.46	1.10	0.097	0.972	181.13	-30.65	
1151a	0.31	0.73	0.086	0.040	2.21	36.36	
1151b	0.27	0.68	0.042	0.012	0.36	-83.00	
1152a	0.63	0.91	0.061	0.016	0.54	52.17	
1152b	1.19	1.02	0.340	2.566	1142.41	88.69	
1153a	1.50	1.10	0.013	0.529	79.63	-29.42	
1153b	0.47	0.79	0.399	0.350	42.90	-58.78	
1153c	0.63	0.90	0.042	2.916	1031.53	-28.74	
1153d	0.31	0.70	0.096	0.062	3.17	28.07	
1153e	0.59	0.88	0.583	2.951	1049.71	-42.87	
1154a	2.65	1.58	0.463	1.630	447.15	59.93	
1154b	0.37	0.75	0.017	2.700	953.01	-54.71	
1155a	1.27	1.03	0.871	0.016	0.42	-40.09	
1156a	2.79	1.33	0.048	0.971	200.27	-62.77	
1157a	0.41	0.81	0.094	1.042	248.22	-17.68	
1158a	0.82	0.92	0.362	1.461	411.98	-51.35	
1158b	0.33	0.73	0.182	2.590	972.36	36.73	
1159a	1.53	1.11	0.044	2.902	1153.56	64.40	
1160a	1.16	1.04	0.055	2.042	578.52	87.72	
1161a	1.17	1.00	0.014	0.010	0.18	61.61	
1162a	2.20	1.47	0.308	0.058	3.01	-82.87	
1162b	1.08	0.98	0.014	0.108	7.75	18.80	
1162c	1.36	1.12	0.042	2.290	752.91	3.13	
1162d	2.72	1.41	0.026	0.019	0.59	-32.85	
1163a	2.46	1.17	0.078	0.255	26.69	2.77	
1164a	0.05	0.46	0.020	0.005	0.08	62.87	
1164b	0.54	0.84	0.471	0.041	1.91	-9.39	
1164c	1.13	1.04	0.028	0.022	0.76	55.16	
1164d	1.39	1.06	0.457	0.175	16.90	-21.21	
1165a	0.23	0.69	0.025	2.846	961.02	72.90	
1166a	2.64	1.42	0.535	2.933	1142.82	-48.04	
1167a	3.06	1.60	0.022	2.953	1050.79	42.37	
1167b	1.25	1.03	0.515	0.776	141.60	14.95	
1168a	0.14	0.56	0.452	1.454	394.33	55.26	
1169a	1.89	1.24	0.272	0.344	41.79	85.48	
1169b	2.21	1.27	0.012	0.014	0.33	39.34	
1169c	1.00	0.98	0.053	0.074	4.15	-11.99	
1169d	1.14	1.05	0.191	0.014	0.35	-31.28	
1170a	2.01	1.05	0.171	0.075	4.98	-46.32	
1170b	1.68	1.19	0.216	0.802	175.74	30.33	
1170c	1.62	1.19	0.015	2.727	1101.22	-3.62	
1170d	1.44	1.12	0.017	0.020	0.71	-57.74	
1171a	0.61	0.87	0.376	1.468	409.73	52.45	
1172a	0.34	0.75	0.016	1.774	454.01	-34.80	
1173a	1.49	1.16	0.914	0.015	0.36	44.36	
1174a	2.67	1.69	0.246	2.469	762.26	6.43	
1175a	1.43	1.15	0.012	0.047	1.85	-34.35	
1176a	2.67	1.70	0.997	0.389	46.98	37.21	
1177a	0.86	0.98	0.021	2.323	708.79	19.36	
1178a	0.36	0.75	0.020	0.015	0.39	-70.63	
1179a	2.20	1.12	0.663	0.945	157.32	60.65	
1180a	0.43	0.79	0.022	2.684	817.04	-22.35	
1181a	1.11	1.02	0.216	0.010	0.19	84.63	
1182a	3.05	1.39	0.401	0.796	150.87	13.76	
1183a	0.30	0.71	0.027	1.103	226.69	-64.99	
1184a	1.91	1.16	0.739	0.015	0.33	42.87	
1185a	2.43	1.63	0.138	0.033	1.13	18.88	
1186a	2.21	1.48	0.192	0.051	2.20	-13.38	
1187a	0.72	0.94	0.033	0.011	0.23	64.43	
1188a	1.72	1.15	0.431	1.529	417.88	-59.22	
1189a	1.82	1.18	0.021	0.022	0.72	4.48	
1190a	1.87	1.23	0.014	0.012	0.25	-13.51	
1191a	1.79	1.21	0.086	2.677	984.85	-75.89	
1192a	0.10	0.53	0.278	0.687	107.09	-25.35	
1193a	1.69	1.19	0.256	0.732	129.19	-69.64	
1193b	1.89	1.19	0.043	0.521	77.57	0.41	
1193c	1.89	1.22	0.033	0.014	0.34	49.60	
1193d	3.05	1.84	0.077	0.033	1.24	52.92	
1194a	1.36	1.12	0.081	2.638	901.25	56.76	
1195a	2.18	1.27	0.017	0.077	4.03	-80.70	
1196a	0.11	0.56	0.024	1.143	240.11	-47.35	
1196b	1.23	1.07	0.217	2.889	964.99	-89.94	
1196c	0.31	0.73	0.022	0.014	0.31	-70.74	
1197a	2.88	1.42	0.393	0.018	0.50	66.14	
1198a	0.12	0.57	0.952	0.006	0.10	71.41	
1199a	2.91	1.67	0.198	0.016	0.45	-29.09	
1199b	2.58	1.30	0.198	1.583	421.16	-40.14	
1200a	2.15	1.48	0.020	2.659	822.41	-76.14	
1200b	2.93	1.73	0.076	0.479	62.88	-48.52	
1200c	2.53	1.63	0.138	0.019	0.50	-25.42	
1200d	2.73	1.62	0.036	2.722	852.11	43.20	
1201a	0.47	0.78	0.163	0.163	13.60	28.56	
1202a	1.33	1.08	0.041	0.516	79.57	-86.14	
1203a	1.43	1.12	0.059	0.911	192.25	-50.96	
1204a	2.36	1.48	0.142	2.713	925.57	17.01	
1205a	1.89	1.23	0.038	2.601	717.72	-15.01	
1206a	1.41	1.13	0.159	0.045	2.00	-39.99	
1207a	0.17	0.60	0.173	2.932	722.66	37.83	
1208a	2.82	1.55	0.185	0.015	0.38	81.92	
1208b	0.54	0.86	0.031	0.045	1.94	-6.55	
1208c	0.86	0.94	0.059	0.604	96.64	1.27	
1208d	2.01	1.07	0.440	0.022	0.67	46.47	
1209a	1.30	1.10	0.074	0.013	0.32	38.58	
1209b	2.09	1.15	0.126	0.038	1.52	34.91	
1209c	0.96	1.02	0.016	0.012	0.26	82.41	
1210a	1.88	1.21	0.021	0.173	14.78	-40.15	
1210b	1.33	1.10	0.196	2.710	919.54	-15.59	
1210c	2.62	1.49	0.018	0.014	0.36	41.06	
1211a	2.22	1.53	0.377	0.324	33.41	-48.08	
1211b	1.72	1.20	0.152	2.301	633.48	-42.76	
1211c	1.34	1.11	0.499	1.926	485.09	34.50	
1212a	0.23	0.69	0.016	0.602	104.42	-43.38	
1213a	3.02	1.65	0.049	0.165	14.94	-43.98	
1214a	0.61	0.86	0.013	1.379	332.18	-57.57	
1215a	2.19	1.53	0.011	0.909	193.66	-63.54	
1216a	1.32	1.07	0.079	0.417	56.25	78.69	
1217a	1.04	1.04	0.192	0.069	3.78	27.05	
1218a	2.82	1.78	0.503	0.031	1.12	0.79	
1219a	1.16	1.04	0.041	1.837	867.47	10.45	
1220a	0.55	0.87	0.083	2.892	1099.46	4.53	
1221a	0.98	0.99	0.034	0.010	0.21	-27.62	
1221b	1.42	1.07	0.172	2.949	1033.14	-57.97	
1221c	2.21	1.15	0.298	0.035	1.35	-15.88	
1222a	1.38	1.10	0.148	1.991	573.24	-74.10	
1223a	1.93	1.17	0.184	2.756	988.27	-47.15	
1224a	0.70	0.90	0.021	0.023	0.70	-69.72	
1225a	1.10	1.03	0.038	0.321	36.64	-33.79	
1225b	3.05	1.41	0.058	0.181	15.45	73.12	
1226a	1.81	1.15	0.013	0.012	0.29	50.01	
1226b	2.81	1.36	0.116	1.160	258.59	28.28	
1227a	1.02	1.02	0.041	0.107	7.48	86.12	
1228a	0.35	0.76	0.082	0.008	0.20	-47.86	
1228b	0.73	0.90	0.249	1.781	632.46	36.05	
1228c	0.59	0.90	0.066	0.009	0.23	-34.76	
1228d	0.29	0.73	0.273	0.010	0.25	-13.59	
1229a	1.69	1.18	0.711	0.447	68.89	61.95	
1229b	1.05	0.99	0.092	2.213	758.71	39.61	
1229c	1.56	1.09	0.155	1.204	304.40	22.83	
1229d	1.01	1.01	0.056	2.694	1018.64	-79.92	
1229e	0.11	0.55	0.146	0.013	0.34	-10.51	
1230a	2.00	1.17	0.176	1.790	484.02	32.00	
1231a	1.51	1.08	0.169	0.015	0.43	33.52	
1232a	1.01	1.00	0.024	2.122	745.52	-54.76	
1233a	1.77	1.17	0.172	1.983	771.01	-36.58	
1234a	0.23	0.66	0.028	0.422	63.24	84.12	
1234b	0.26	0.71	0.753	0.032	1.35	-47.55	
1235a	0.87	0.99	0.777	0.028	1.30	31.57	
1236a	1.01	1.02	0.472	0.340	43.06	-50.42	
1237a	1.03	1.03	0.243	0.044	1.72	-34.02	
1238a	1.69	1.14	0.019	1.538	445.22	-26.17	
1239a	1.86	1.17	0.383	2.833	1018.79	-45.78	
1240a	3.04	1.78	0.447	2.958	870.52	22.20	
1240b	0.72	0.89	0.050	0.725	105.67	-30.96	
1240c	1.23	1.09	0.757	1.427	291.68	32.25	
1241a	2.80	1.40	0.086	0.362	44.42	45.02	
1241b	1.29	1.10	0.032	0.044	1.91	69.44	
1242a	0.31	0.75	0.020	1.080	231.27	-12.43	
1243a	0.63	0.91	0.021	0.036	1.67	81.61	
1244a	1.17	1.08	0.181	0.860	167.01	-18.65	
1244b	2.37	1.35	0.026	0.024	0.77	-21.78	
1244c	2.14	1.12	0.109	0.118	8.51	-86.54	
1245a	0.66	0.86	0.016	0.009	0.22	49.66	
1246a	3.02	1.39	0.070	0.137	10.77	11.69	
1247a	1.30	1.06	0.267	2.950	1076.78	-41.69	
1248a	2.54	1.33	0.160	1.281	308.30	-78.65	
1248b	2.28	1.10	0.589	0.026	0.90	-60.64	
1248c	0.35	0.74	0.472	2.668	926.15	-44.87	
1249a	1.17	1.06	0.410	0.014	0.39	-5.25	
1250a	1.38	1.13	0.012	0.024	0.81	-37.04	
1251a	0.78	0.90	0.048	1.367	339.77	43.30	
1252a	1.92	1.20	0.288	0.335	47.86	-57.80	
1253a	0.46	0.81	0.038	2.948	1023.06	-77.37	
1253b	2.66	1.58	0.067	0.568	86.56	32.06	
1253c	1.18	1.07	0.834	2.574	834.54	-14.26	
1254a	2.97	1.52	0.833	0.025	0.84	21.84	
1254b	0.66	0.87	0.716	1.420	359.76	-25.33	
1255a	1.80	1.17	0.236	0.398	45.86	-30.67	
1256a	0.16	0.59	0.027	1.719	522.59	47.88	
1256b	1.09	1.00	0.176	1.638	486.19	-59.30	
1257a	1.67	1.17	0.231	0.017	0.49	-62.13	
1258a	2.96	1.36	0.065	0.169	14.72	4.13	
1259a	0.28	0.72	0.173	2.792	920.70	-58.27	
1260a	0.96	0.98	0.365	2.812	845.81	51.77	
1260b	1.38	1.06	0.416	2.413	672.49	-37.57	
1260c	0.86	0.93	0.065	0.591	81.41	22.14	
1260d	0.19	0.62	0.936	0.921	158.48	24.77	
1261a	1.43	1.14	0.080	1.999	545.43	23.47	
1262a	0.87	0.97	0.041	2.357	823.67	-60.44	
1263a	0.26	0.67	0.938	2.935	1015.94	69.36	
1264a	2.41	1.61	0.024	0.642	98.36	71.57	
1265a	1.26	1.10	0.638	0.023	0.95	41.50	
1266a	1.77	1.15	0.780	2.103	847.47	3.29	
1266b	0.98	0.96	0.160	0.123	11.99	11.19	
1267a	0.70	0.87	0.080	0.271	34.82	44.17	
1268a	2.01	1.29	0.023	0.902	167.43	-88.63	
1269a	1.79	1.16	0.453	1.857	598.31	41.77	
1270a	2.99	1.57	0.120	0.936	173.39	-80.01	
1271a	0.73	0.91	0.072	0.015	0.42	-2.26	
1271b	3.09	1.45	0.095	2.191	712.59	50.61	
1272a	0.89	0.97	0.017	0.506	81.85	32.51	
1273a	2.94	1.76	0.019	0.895	181.03	50.36	
1274a	2.41	1.23	0.025	0.092	6.36	64.17	
1275a	0.96	0.96	0.528	1.140	284.00	-7.36	
1276a	0.97	1.02	0.035	0.085	4.16	5.70	
1277a	0.19	0.62	0.712	0.148	12.81	-55.06	
1278a	1.49	1.09	0.167	2.394	853.53	1.94	
1278b	0.67	0.93	0.541	0.232	25.75	64.82	
1278c	2.00	1.23	0.127	0.014	0.36	19.06	
1278d	0.72	0.91	0.020	0.081	5.29	61.01	
1279a	1.55	1.15	0.212	2.026	681.86	75.31	
1280a	0.43	0.77	0.166	2.634	721.68	30.36	
1281a	1.58	1.17	0.022	1.398	340.67	89.26	
1281b	0.85	0.95	0.111	2.864	998.74	-87.14	
1282a	1.09	1.06	0.022	2.901	1018.18	83.51	
1283a	0.03	0.36	0.506	1.438	451.39	-34.62	
1283b	0.88	0.97	0.015	2.897	1290.36	-68.36	
1284a	0.59	0.84	0.117	1.157	325.74	-72.32	
1284b	1.45	1.09	0.192	0.447	78.13	81.10	
1284c	0.26	0.68	0.707	0.573	113.61	-41.56	
1285a	0.60	0.85	0.038	2.943	1005.89	60.90	
1285b	1.39	1.12	0.017	0.079	4.40	73.29	
1285c	1.50	1.08	0.019	0.016	0.40	87.78	
1285d	2.91	1.72	0.014	0.022	0.63	56.79	
1286a	2.20	1.31	0.159	2.649	893.11	-7.26	
1287a	2.45	1.59	0.416	1.308	282.56	82.72	
1287b	2.24	1.12	0.109	0.019	0.48	-48.76	
1287c	1.21	1.09	0.258	0.684	106.76	86.63	
1287d	1.00	0.99	0.045	0.016	0.37	-37.00	
1288a	1.46	1.13	0.377	0.568	80.80	41.22	
1288b	0.80	0.95	0.021	1.432	323.79	23.57	
1289a	2.40	1.35	0.023	0.032	1.25	-28.96	
1290a	0.27	0.68	0.049	1.130	265.48	16.82	
1291a	1.43	1.09	0.012	0.011	0.23	-27.45	
1291b	2.11	1.46	0.049	2.505	825.47	-1.45	
1291c	2.29	1.41	0.094	1.200	273.58	35.85	
1291d	3.07	1.86	0.035	0.020	0.59	86.21	
1292a	1.46	1.10	0.183	0.473	60.73	26.17	
1292b	0.64	0.92	0.492	2.515	744.04	74.52	
1292c	0.71	0.89	0.034	0.178	14.03	-32.14	
1292d	1.58	1.12	0.149	0.011	0.21	40.49	
1293a	2.66	1.65	0.097	0.439	65.11	33.23	
1294a	1.99	1.22	0.844	0.437	49.13	-26.33	
1295a	2.41	1.49	0.013	0.190	17.21	-82.60	
1295b	2.98	1.71	0.376	0.905	179.10	-15.89	
1296a	1.27	1.06	0.034	1.949	604.81	-0.22	
1296b	2.53	1.64	0.207	1.522	417.06	0.86	
1296c	0.76	0.90	0.013	1.862	564.72	-43.72	
1297a	1.53	1.14	0.124	1.878	633.94	45.48	
1297b	0.24	0.68	0.046	0.171	17.38	26.61	
1297c	1.21	1.09	0.016	0.310	42.52	33.40	
1297d	1.13	1.05	0.072	0.660	132.13	-21.71	
1298a	1.46	1.07	0.085	2.931	1135.15	-15.21	
1299a	0.94	0.99	0.077	1.260	297.47	-56.21	
1299b	2.93	1.86	0.033	1.716	472.97	-48.28	
1299c	1.37	1.07	0.495	0.015	0.37	-84.16	
1300a	1.64	1.12	0.019	2.432	797.82	12.99	
1301a	2.85	1.48	0.052	2.456	680.09	43.67	
1302a	1.50	1.10	0.321	2.748	836.37	0.74	
1303a	1.24	1.10	0.057	0.272	33.07	-1.71	
1303b	0.43	0.81	0.019	2.853	1124.63	32.90	
1303c	0.73	0.91	0.220	2.878	1139.19	10.99	
1304a	0.46	0.80	0.081	0.035	1.26	14.93	
1305a	0.45	0.79	0.167	0.041	1.71	6.11	
1305b	2.42	1.31	0.020	0.042	1.73	-81.92	
1306a	0.47	0.83	0.067	0.099	7.04	-38.44	
1306b	1.84	1.16	0.028	2.827	1081.44	-64.22	
1306c	0.94	0.95	0.047	0.182	17.69	-67.70	
1307a	1.04	0.98	0.021	0.116	10.30	-25.19	
1308a	1.12	1.05	0.050	0.029	1.27	24.32	
1309a	1.08	1.04	0.035	0.605	122.20	-72.95	
1309b	1.52	1.11	0.886	0.194	22.19	11.64	
1310a	1.44	1.15	0.286	0.012	0.34	-19.91	
1311a	0.66	0.89	0.248	0.009	0.20	74.57	
1312a	1.14	1.05	0.055	0.093	5.62	29.14	
1313a	1.66	1.14	0.252	2.952	1005.95	23.32	
1314a	0.42	0.79	0.020	1.603	422.61	-35.41	
1315a	1.18	1.02	0.013	0.018	0.50	-62.17	
1316a	0.71	0.89	0.015	1.792	527.03	60.15	
1317a	0.40	0.79	0.720	2.132	658.20	-65.52	
1318a	1.44	1.11	0.134	0.064	2.58	-58.07	
1318b	2.22	1.28	0.217	2.651	694.56	-89.17	
1318c	1.29	1.04	0.333	2.407	600.83	32.86	
1318d	1.12	1.01	0.014	2.789	749.49	-64.87	
1318e	2.95	1.47	0.462	0.960	151.28	-88.41	
