ID	Mass	[Fe/H]	Radius	Type	Teff	Tms	Nplan	
0	1.0	1.0	1.0	G	5700	10	5	
2673	1.25	-0.01	1.10	F	7125	5.120	1
2674	1.25	-0.01	1.10	F	7125	5.120	1
2675	1.25	-0.01	1.10	F	7125	5.120	1
2676	1.25	-0.01	1.10	F	7125	5.120	1
2677	2.20	-0.20	1.40	None	12540	0.939	1
2678	0.66	0.01	0.84	K	3756	34.942	1
2679	0.15	-0.24	0.44	M	832	3213.227	1
2680	1.72	0.00	1.26	A	9804	1.965	1
2681	1.08	0.28	1.03	F	6156	7.938	1
2682	1.08	0.28	1.03	F	6156	7.938	1
2683	1.08	0.28	1.03	F	6156	7.938	1
2684	1.08	0.28	1.03	F	6156	7.938	1
2685	1.50	0.30	1.19	A	8550	2.963	1
2686	2.40	0.14	1.46	None	13680	0.723	1
2687	0.62	0.00	0.81	K	3516	42.574	1
2688	0.19	0.00	0.49	M	1071	1504.965	1
2689	3.04	0.13	1.61	None	17328	0.356	1
2690	3.04	0.13	1.61	None	17328	0.356	1
2691	0.34	-0.66	0.63	M	1938	254.427	1
2692	1.52	-0.05	1.20	A	8664	2.848	1
2693	1.18	0.28	1.07	F	6726	6.086	1
2694	0.82	0.12	0.92	G	4674	18.137	1
2695	0.78	0.14	0.90	K	4446	21.073	1
2696	1.26	0.37	1.10	F	7182	4.999	1
2697	1.14	0.37	1.06	F	6497	6.750	1
2698	1.33	0.11	1.13	F	7581	4.251	2
2699	2.17	-0.24	1.39	None	12369	0.979	1
2700	2.13	-0.29	1.38	None	12141	1.035	1
2701	3.09	-0.09	1.62	None	17613	0.339	4
2702	0.69	-0.03	0.86	K	3961	29.788	4
2703	1.23	0.19	1.09	F	7033	5.322	1
2704	1.13	0.05	1.05	F	6440	6.931	1
2705	0.80	0.20	0.91	K	4560	19.531	4
2706	0.74	0.00	0.88	K	4218	24.678	1
2707	1.15	-0.04	1.06	F	6526	6.662	1
2708	0.95	0.17	0.98	G	5437	11.517	1
2709	1.13	0.38	1.05	F	6429	6.967	1
2710	0.82	-0.03	0.92	G	4685	18.005	1
2711	0.17	-0.02	0.47	M	957	2108.979	4
2712	0.60	0.00	0.80	K	3420	46.296	1
2713	1.35	-0.02	1.14	F	7695	4.064	3
2714	2.25	-0.22	1.42	None	12825	0.878	1
2715	1.30	0.28	1.12	F	7410	4.552	3
2716	0.78	-0.55	0.90	K	4463	20.831	1
2717	2.30	0.14	1.43	None	13109	0.822	4
2718	0.08	0.04	0.34	None	456	19531.250	1
2719	0.08	0.04	0.34	None	456	19531.250	4
2720	0.08	0.04	0.34	None	456	19531.250	1
2721	0.08	0.04	0.34	None	456	19531.250	1
2722	0.08	0.04	0.34	None	456	19531.250	1
2723	0.08	0.04	0.34	None	456	19531.250	1
2724	0.08	0.04	0.34	None	456	19531.250	1
2725	0.88	0.00	0.95	G	5016	14.674	1
2726	0.98	-0.15	0.99	G	5586	10.625	4
2727	0.92	-0.19	0.97	G	5266	12.676	2
2728	1.39	0.14	1.15	F	7911	3.740	1
2729	0.89	0.20	0.95	G	5090	14.043	2
2730	1.19	-0.06	1.08	F	6783	5.934	1
2731	0.98	0.05	0.99	G	5608	10.496	1
2732	1.15	-0.20	1.06	F	6554	6.575	2
2733	1.87	-0.08	1.31	A	10659	1.529	1
2734	1.27	0.09	1.11	F	7239	4.882	1
2735	1.27	0.09	1.11	F	7239	4.882	1
2736	1.27	0.09	1.11	F	7239	4.882	1
2737	1.27	0.09	1.11	F	7239	4.882	1
2738	0.71	0.03	0.86	K	4047	27.940	1
2739	1.57	-0.03	1.21	A	8949	2.584	1
2740	1.34	0.20	1.13	F	7638	4.156	2
2741	1.17	0.09	1.07	F	6651	6.292	3
2742	1.22	0.06	1.09	F	6954	5.507	3
2743	1.02	0.32	1.01	G	5814	9.423	2
2744	0.89	0.28	0.95	G	5073	14.185	1
2745	1.27	-0.09	1.11	F	7239	4.882	1
2746	0.69	0.02	0.85	K	3932	30.441	1
2747	1.17	0.05	1.07	F	6651	6.292	2
2748	1.20	-0.22	1.08	F	6857	5.744	1
2749	0.89	-0.06	0.95	G	5084	14.090	1
2750	1.50	0.08	1.19	A	8550	2.963	3
2751	0.81	-0.64	0.91	G	4599	19.027	3
2752	1.32	0.10	1.13	F	7512	4.368	3
2753	1.29	0.14	1.11	F	7347	4.669	1
2754	1.13	-0.11	1.05	F	6418	7.005	1
2755	1.32	0.16	1.13	F	7524	4.348	1
2756	1.02	0.14	1.01	G	5814	9.423	1
2757	0.82	0.13	0.92	G	4674	18.137	1
2758	1.35	0.30	1.14	F	7695	4.064	1
2759	1.45	-0.05	1.17	A	8265	3.280	1
2760	1.35	0.13	1.14	F	7712	4.037	1
2761	1.40	0.32	1.16	F	7979	3.644	1
2762	1.21	0.18	1.08	F	6879	5.687	1
2763	1.07	-0.02	1.03	F	6099	8.163	1
2764	1.12	0.17	1.05	F	6384	7.118	2
2765	1.00	0.15	1.00	G	5700	10.000	1
2766	1.04	0.26	1.02	G	5928	8.890	3
2767	1.06	0.18	1.03	F	6042	8.396	2
2768	0.80	0.22	0.91	K	4560	19.531	3
2769	1.16	0.29	1.07	F	6611	6.407	1
2770	0.98	0.02	0.99	G	5586	10.625	1
2771	1.22	-0.09	1.09	F	6954	5.507	1
2772	1.21	0.00	1.09	F	6902	5.631	1
2773	0.90	0.12	0.96	G	5130	13.717	1
2774	1.25	0.29	1.10	F	7125	5.120	1
2775	1.33	0.26	1.13	F	7581	4.251	3
2776	1.18	-0.17	1.07	F	6726	6.086	4
2777	1.08	0.10	1.03	F	6138	8.005	3
2778	1.34	0.34	1.13	F	7615	4.194	1
2779	0.84	0.24	0.93	G	4799	16.752	1
2780	1.26	0.34	1.10	F	7182	4.999	1
2781	1.02	0.01	1.01	G	5825	9.368	1
2782	1.52	-0.04	1.20	A	8652	2.859	2
2783	1.20	-0.19	1.08	F	6840	5.787	1
2784	1.24	0.00	1.10	F	7068	5.245	1
2785	0.90	0.02	0.96	G	5152	13.536	3
2786	0.84	-0.08	0.93	G	4788	16.872	2
2787	1.20	-0.01	1.08	F	6851	5.758	1
2788	1.01	-0.40	1.00	G	5757	9.706	4
2789	1.10	-0.05	1.04	F	6270	7.513	1
2790	1.13	0.07	1.05	F	6435	6.949	5
2791	1.00	-0.05	1.00	G	5700	10.000	1
2792	1.12	-0.02	1.05	F	6384	7.118	3
2793	1.02	-0.29	1.01	G	5819	9.396	1
2794	0.82	0.11	0.92	G	4702	17.809	1
2795	1.24	0.00	1.10	F	7068	5.245	3
2796	1.16	-0.19	1.07	F	6611	6.407	1
2797	1.10	-0.13	1.04	F	6270	7.513	1
2798	1.50	0.10	1.19	A	8521	2.993	3
2799	1.01	-0.02	1.00	G	5757	9.706	2
2800	1.02	-0.31	1.01	G	5814	9.423	1
2801	0.85	-0.40	0.93	G	4839	16.341	1
2802	1.22	-0.12	1.09	F	6931	5.562	1
2803	0.93	-0.12	0.97	G	5301	12.432	4
2804	0.93	-0.03	0.97	G	5301	12.432	1
2805	0.95	-0.08	0.98	G	5415	11.664	1
2806	0.95	-0.08	0.98	G	5415	11.664	1
2807	0.72	-0.01	0.87	K	4086	27.130	1
2808	0.95	0.06	0.98	G	5420	11.627	1
2809	0.91	0.36	0.96	G	5181	13.314	1
2810	0.96	-0.37	0.98	G	5449	11.445	2
2811	1.11	0.18	1.05	F	6327	7.312	5
2812	1.11	0.18	1.05	F	6327	7.312	1
2813	1.11	0.18	1.05	F	6327	7.312	1
2814	1.11	0.18	1.05	F	6327	7.312	1
2815	1.19	-0.12	1.08	F	6783	5.934	4
2816	1.00	0.09	1.00	G	5700	10.000	1
2817	0.86	-0.12	0.94	G	4907	15.667	2
2818	0.87	0.03	0.94	G	4959	15.186	4
2819	0.84	0.22	0.93	G	4782	16.932	4
2820	0.84	0.22	0.93	G	4782	16.932	1
2821	1.01	-0.20	1.01	G	5774	9.620	1
2822	0.94	-0.45	0.97	G	5358	12.040	1
2823	0.72	-0.15	0.87	K	4098	26.904	1
2824	0.89	-0.20	0.95	G	5061	14.281	2
2825	1.08	-0.04	1.03	F	6144	7.983	1
2826	1.22	-0.10	1.09	F	6954	5.507	1
2827	1.25	0.04	1.10	F	7125	5.120	2
2828	1.32	0.08	1.13	F	7524	4.348	1
2829	0.93	-0.07	0.97	G	5301	12.432	3
2830	1.30	-0.31	1.12	F	7410	4.552	1
2831	0.87	-0.07	0.94	G	4959	15.186	1
2832	0.83	0.14	0.92	G	4708	17.744	1
2833	1.28	0.00	1.11	F	7273	4.813	1
2834	1.11	-0.01	1.04	F	6304	7.392	1
2835	1.57	0.15	1.21	A	8960	2.574	1
2836	1.39	-0.06	1.15	F	7900	3.756	1
2837	1.34	0.14	1.13	F	7638	4.156	2
2838	1.48	0.39	1.18	A	8436	3.085	1
2839	1.14	0.07	1.06	F	6497	6.750	1
2840	1.46	0.23	1.18	A	8322	3.213	1
2841	1.00	0.00	1.00	G	5711	9.940	1
2842	2.02	-0.35	1.35	A	11514	1.213	3
2843	1.56	0.03	1.21	A	8892	2.634	1
2844	1.03	0.17	1.01	G	5888	9.072	1
2845	0.58	-0.14	0.79	K	3305	51.253	2
2846	1.08	-0.36	1.03	F	6156	7.938	1
2847	1.63	0.12	1.23	A	9291	2.309	1
2848	1.11	0.29	1.05	F	6327	7.312	4
2849	0.84	0.00	0.93	G	4799	16.752	1
2850	1.24	0.23	1.10	F	7062	5.258	1
2851	1.20	-0.41	1.08	F	6862	5.730	1
2852	1.45	-0.01	1.17	A	8265	3.280	3
2853	0.92	0.15	0.96	G	5244	12.842	3
2854	1.55	0.11	1.21	A	8835	2.685	1
2855	0.84	0.19	0.93	G	4788	16.872	1
2856	1.19	0.00	1.08	F	6783	5.934	1
2857	1.30	0.07	1.12	F	7410	4.552	3
2858	1.29	0.26	1.12	F	7353	4.658	1
2859	1.24	0.23	1.10	F	7068	5.245	1
2860	1.11	0.14	1.05	F	6327	7.312	1
2861	1.06	0.14	1.03	F	6042	8.396	1
2862	1.12	0.23	1.05	F	6384	7.118	3
2863	0.69	-0.60	0.85	K	3932	30.441	1
2864	1.48	0.21	1.18	A	8436	3.085	1
2865	0.25	-0.09	0.55	M	1425	640.000	1
2866	0.25	-0.09	0.55	M	1425	640.000	1
2867	0.25	-0.09	0.55	M	1425	640.000	1
2868	1.20	-0.25	1.08	F	6840	5.787	3
2869	0.82	0.20	0.92	G	4674	18.137	4
2870	0.98	0.45	0.99	G	5586	10.625	1
2871	0.98	0.39	0.99	G	5597	10.560	4
2872	0.98	0.39	0.99	G	5597	10.560	1
2873	1.41	-0.08	1.16	A	8036	3.567	1
2874	1.32	-0.04	1.13	F	7524	4.348	1
2875	0.88	0.18	0.95	G	5016	14.674	1
2876	1.47	-0.07	1.18	A	8379	3.148	1
2877	1.01	0.02	1.00	G	5757	9.706	3
2878	0.96	0.03	0.98	G	5472	11.303	1
2879	0.13	-0.26	0.42	M	741	4551.661	1
